Date,Asset,Direction,Context,Detail,Detail2,Control
1.1.2023,DYDXUSDT,SHORT,https://www.tradingview.com/x/2lH1TF5T/,https://www.tradingview.com/x/cKa4Pvot/,https://www.tradingview.com/x/5eMm1X3G/,https://www.tradingview.com/x/odKaTAV2/
